;link
1049;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chaellihorn-4169/mountain-hiking/jaun-chaellihorn-schwarzsee-1656/
1050;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/dent-de-hautadon-4119/mountain-hiking/les-cases-dent-de-hautaudon-rochers-de-naye-1628/
1051;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/dent-de-broc-246/mountain-hiking/broc-dent-de-broc-gruyeres-1629/
1052;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/dent-de-savigny-1662/mountain-hiking/amelier-dent-de-ruth-dent-de-savigny-2243/
1053;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/panixerpasshuette-2147000198/mountain-hiking/from-elm-via-the-walenboden-2540/
1054;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/guppenalp-oberstafel-2147000129/mountain-hiking/von-schwaendi-ueber-guppen-2586/
1055;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/aeugstenhuette-2147000020/mountain-hiking/von-ennenda-durch-den-lattenwald-2587/
1056;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-terri-1953/mountain-hiking/from-terrihuette-sac-to-capanna-motterascio-cas-2397/
1057;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/fanellhorn-593/mountain-hiking/traverse-of-the-north-west-ridge-east-face-of-zervreila-2395/
1058;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chuepfenflue-410/mountain-hiking/from-davos-to-langwies-on-the-south-ridge-2383/
1059;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-dagnel-11/mountain-hiking/from-alp-flix-2386/
1060;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/crap-grisch-planggenhorn-447/mountain-hiking/traverse-crap-grisch-taellihorn-2396/
1061;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-muraun-1239/mountain-hiking/north-south-traverse-from-curaglia-2398/
1062;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/lenzer-horn-1046/mountain-hiking/from-lenerheide-on-the-north-west-ridge-2382/
1063;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/schesaplana-1690/mountain-hiking/from-schesaplanahuette-2380/
1064;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-turba-2066/mountain-hiking/from-juf-on-the-western-ridge-2394/
1065;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/flueela-wisshorn-647/mountain-hiking/from-waegerhus-road-across-flueelapass-on-the-north-west-ridge-2384/
1066;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/aelplihorn-monstein-5063/mountain-hiking/from-sertig-sand-2385/
1067;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/marwees-1130/mountain-hiking/traverse-east-west-from-wasserauen-2362/
1068;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/zervreilahorn-suedgipfel-2257/mountain-hiking/von-zervreila-ueber-die-suedkante-abstieg-via-laentahuette-2387/
1069;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/regitzer-spitz-3379/mountain-hiking/ueberschreitung-flaescher-berg-von-truebbach-nach-flaesch-via-leiterli-2379/
1070;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hangsackgrat-898/mountain-hiking/von-weisstannen-zur-sardonahuette-oder-ins-calfreisental-2375/
1071;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/zuestoll-2269/mountain-hiking/from-sellamatt-2365/
1072;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/naafkopf-1269/mountain-hiking/from-sareis-malbun-to-aelplibahn-2378/
1073;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/foostock-ruchen-657/mountain-hiking/from-elm-via-foopass-2377/
1074;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/spitzmeilen-1853/mountain-hiking/from-maschgenkamm-or-spitzmeilenhuette-via-wissmeilen-2376/
1075;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/fahnenstock-1539/mountain-hiking/from-gigerwald-across-heubuetzlipass-and-on-the-east-ridge-descent-to-sardonahuette-sac-2374/
1076;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wageten-3404/mountain-hiking/from-morgenholz-2371/
1077;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/saechsmoor-1612/mountain-hiking/von-der-bergstation-maschgenchamm-2347/
1078;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-du-demecre-2147000072/mountain-hiking/de-lerie-2486/
1079;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gauschla-757/mountain-hiking/from-kurhaus-alvier-descent-via-alvier-2370/
1080;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gross-fulfirst-696/mountain-hiking/from-berghaus-malbun-buchserberg-2366/
1081;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/naegeliberg-naegeler-1546/mountain-hiking/traverse-from-quinten-to-arvenbuehl-via-gocht-2364/
1082;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hochfinsler-917/mountain-hiking/traverse-north-south-schoenhalden-weisstannen-2373/
1083;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-prafleuri-2147000209/mountain-hiking/von-le-chargeur-grande-dixence-2492/
1084;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-cluozza-2147000064/mountain-hiking/von-zernez-2500/
1085;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-cluozza-2147000064/mountain-hiking/von-der-ofenpassstrasse-ueber-murter-2520/
1086;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/berghuette-hohsaas-2147000134/mountain-hiking/von-der-bergstation-hohsaas-2519/
1087;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/berghuette-hohsaas-2147000134/mountain-hiking/von-kreuzoden-oder-der-weissmieshuette-sac-2490/
1088;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gandegghuette-2147000108/mountain-hiking/von-trockener-steg-2489/
1089;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-du-fenestral-2147000093/mountain-hiking/von-ovronnaz-oder-jorasse-2487/
1090;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-monte-bar-2147000180/mountain-hiking/von-albumo-di-corticiasca-2502/
1091;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-monte-bar-2147000180/ski-touring/da-corticiasca-via-alpe-musgatina-4790/
1092;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hoernlihuette-2147000136/mountain-hiking/von-schwarzsee-260/
1093;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hoernlihuette-2147000136/mountain-hiking/von-zermatt-furi-via-stafelalp-261/
1094;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/refuge-des-dents-du-midi-2147000075/mountain-hiking/de-van-den-haut-salanfe-2501/
1095;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-la-videmanette-2147000286/mountain-hiking/de-la-station-superieure-du-telepherique-rougemont-la-videmanette-2495/
1096;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/bockmattlihuette-2147000037/mountain-hiking/vom-waegitalersee-innerthal-2499/
1097;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-alpe-arena-2147000017/mountain-hiking/aus-dem-valle-di-vergeletto-2466/
1098;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-des-aiguilles-rouges-2147000004/mountain-hiking/von-arolla-ueber-pra-gra-und-les-ignes-1388/
1099;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-des-aiguilles-rouges-2147000004/ski-touring/abfahrt-nach-la-gouille-3208/
1100;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-des-aiguilles-rouges-2147000004/ski-touring/von-la-gouille-3207/
1101;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-adula-utoe-2147000003/mountain-hiking/von-dangio-ueber-die-cap-adula-cas-1889/
1102;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/berggasthaus-trift-2147000276/mountain-hiking/von-zermatt-ueber-alterhaupt-1891/
1103;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/berggasthaus-taelli-2147000263/mountain-hiking/von-der-bergstation-oder-talstation-der-taellibahn-2488/
1104;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/berghotel-schwarenbach-2147000244/mountain-hiking/von-kandersteg-1448/
1105;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/berghotel-schwarenbach-2147000244/mountain-hiking/von-leukerbad-1449/
1106;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/berggasthaus-rotsteinpass-2147000224/mountain-hiking/vom-saentis-2481/
1107;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/fluhseehuette-2147000097/mountain-hiking/von-der-lenk-simmenfaelle-1506/
1108;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/burghuette-2147000051/mountain-hiking/von-bellwald-1482/
1109;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/burghuette-2147000051/mountain-hiking/von-fieschertal-401/
1110;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gipfelhuette-alvier-2147000010/mountain-hiking/from-palfries-through-chemmi-2474/
1111;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/engelhornhuette-aacb-2147000088/mountain-hiking/vom-rosenlaui-1380/
1112;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/engelhornhuette-aacb-2147000088/mountain-hiking/von-der-kaltenbrunnensaege-ueber-die-alp-grossrychenbach-1381/
1113;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/kistenstoeckli-muot-da-rubi-989/mountain-hiking/from-breil-brigels-via-bifertenhuette-2399/
1114;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-des-audannes-2147000019/mountain-hiking/von-les-rousses-ueber-serin-1489/
1115;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-des-audannes-2147000019/mountain-hiking/vom-lac-de-tseuzier-ueber-den-col-des-eaux-froides-1490/
1116;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/berghaus-maenndlenen-2147000162/mountain-hiking/von-burglauenen-1468/
1117;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/berghaus-maenndlenen-2147000162/mountain-hiking/von-first-1469/
1118;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/berghaus-maenndlenen-2147000162/mountain-hiking/von-schynige-platte-1467/
1119;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hohganthuette-2147000133/mountain-hiking/vom-kemmeribodenbad-1548/
1120;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hohganthuette-2147000133/mountain-hiking/von-habkern-616/
1121;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hohganthuette-2147000133/ski-touring/von-kemmeriboden-40686/
1122;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/brochhuette-2147303902/mountain-hiking/von-der-schwarzwaldalp-oder-der-grossen-scheidegg-romantikweg-1379/
1123;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/fromatthuette-2147291241/mountain-hiking/von-blankenburg-614/
1124;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/brudelhorn-248/mountain-hiking/ueberschreitung-ladstafel-geschinen-1288/
1125;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/schafwisspitz-schofwisspitz-4177/mountain-hiking/traverse-luetispitz-schofwisspitz-2363/
1126;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/vorder-glaernisch-794/mountain-hiking/traverse-from-schwaendi-to-kloentalersee-1369/
1127;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/speer-1839/mountain-hiking/from-wolzenalp-on-the-north-ridge-1368/
1128;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/mischabelhuette-aacz-2147000171/mountain-hiking/von-saas-fee-ueber-schoenegge-1421/
1129;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/joechliturm-973/mountain-hiking/traverse-joechliturm-naedliger-1098/
1130;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/silberplatten-1805/mountain-hiking/from-schwaegalp-descent-to-unterwasser-2361/
1131;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gufelstock-866/mountain-hiking/fronalp-schwarzstoeckli-gufelstock-baerenboden-1099/
1132;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/falknis-590/mountain-hiking/from-enderlinhuette-sac-on-the-enderlinweg-descent-to-aelplibahn-2381/
1133;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/ortstock-1335/mountain-hiking/from-gumen-via-the-ortstocks-furggele-pass-1151/
1134;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/terrihuette-sac-2147000267/mountain-hiking/from-rabius-surrein-or-runcahez-through-the-sumvitg-valley-243/
1135;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/terrihuette-sac-2147000267/mountain-hiking/von-puzzatsch-oder-vrin-ueber-den-pass-diesrut-244/
1136;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/terrihuette-sac-2147000267/ski-touring/from-vrin-or-sogn-giusep-3126/
1137;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-la-neuve-cas-2147000190/mountain-hiking/from-la-fouly-490/
1138;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-la-neuve-cas-2147000190/ski-touring/from-la-fouly-2556/
1139;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/refuge-de-chalin-cas-2147000060/mountain-hiking/von-les-cerniers-oder-chindonne-1874/
1140;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-sasc-furae-cas-2147000235/mountain-hiking/from-promontogno-bondo-via-cugian-trubinasca-new-hut-route-99/
1141;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-du-trient-cas-2147000275/mountain-hiking/from-champex-chairlift-la-breya-605/
1142;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-du-trient-cas-2147000275/ski-touring/from-champex-by-the-val-darpette-5205/
1143;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/bivouac-du-dolent-la-maye-cas-2147000080/mountain-hiking/from-la-fouly-via-sur-la-li-489/
1144;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-saleinaz-cas-2147000232/mountain-hiking/from-praz-de-fort-via-the-prize-deau-de-saleina-492/
1145;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-saleinaz-cas-2147000232/alpinism/from-cabane-du-trient-via-the-col-s-de-plines-5622/
1146;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-saleinaz-cas-2147000232/ski-touring/from-cabane-de-trient-2945/
1147;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rifugio-saoseo-cas-2147000233/mountain-hiking/from-sfazu-through-val-da-camp-212/
1148;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rifugio-saoseo-cas-2147000233/ski-touring/from-sfazu-3066/
1149;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rifugio-saoseo-cas-2147000233/snowshoeing/von-sfazu-4579/
1150;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/martinsmadhuette-sac-2147000167/mountain-hiking/from-elm-through-the-canyon-411/
1151;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/muttseehuette-sac-2147000188/mountain-hiking/from-tierfed-via-cable-car-and-chalchtrittli-382/
1152;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-valsorey-cas-2147000282/mountain-hiking/from-bourg-st-pierre-via-chalet-damont-546/
1153;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-valsorey-cas-2147000282/ski-touring/de-bourg-saint-pierre-4003/
1154;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-du-velan-cas-2147000283/mountain-hiking/from-bourg-st-pierre-545/
1155;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-du-velan-cas-2147000283/ski-touring/de-bourg-saint-pierre-4004/
1156;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-tracuit-cas-2147000273/mountain-hiking/from-zinal-591/
1157;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-tracuit-cas-2147000273/alpinism/von-der-turtmannhuette-4458/
1158;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-tracuit-cas-2147000273/ski-touring/from-zinal-2644/
1159;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-tracuit-cas-2147000273/ski-touring/von-der-turtmannhuette-3070/
1160;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-des-dix-cas-2147000078/mountain-hiking/from-le-chargeur-grande-dixence-549/
1161;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-des-dix-cas-2147000078/mountain-hiking/from-arolla-via-pas-de-chevres-550/
1162;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-des-dix-cas-2147000078/ski-touring/from-arolla-2551/
1163;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/refuge-des-bouquetins-cas-2147000041/mountain-hiking/from-arolla-via-haut-glacier-darolla-247/
1164;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/refuge-des-bouquetins-cas-2147000041/ski-touring/darolla-3928/
1165;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-chanrion-cas-2147000061/mountain-hiking/von-mauvoisin-am-west-ufer-des-stausees-547/
1166;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-chanrion-cas-2147000061/mountain-hiking/from-mauvoisin-along-the-east-bank-of-the-reservoir-548/
1167;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-chanrion-cas-2147000061/ski-touring/from-arolla-via-cabane-de-dix-3377/
1168;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-chanrion-cas-2147000061/ski-touring/von-arolla-ueber-die-cabane-de-vignettes-2942/
1169;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-du-mont-fort-cas-2147000179/mountain-hiking/from-les-ruinettes-via-tsarbonne-551/
1170;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-du-mont-fort-cas-2147000179/mountain-hiking/von-la-chaux-552/
1171;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-du-mont-fort-cas-2147000179/ski-touring/from-the-verbier-ski-area-3931/
1172;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-la-dent-blanche-cas-2147000073/mountain-hiking/from-ferpecle-salay-via-bricola-and-the-roc-noir-248/
1173;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/stockhornbiwak-sac-2147000258/mountain-hiking/von-ausserberg-395/
1174;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/taeschhuette-sac-2147000265/mountain-hiking/from-taesch-via-taeschalp-555/
1175;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/taeschhuette-sac-2147000265/ski-touring/from-taesch-3281/
1176;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-du-mountet-cas-2147000184/mountain-hiking/from-zinal-via-the-w-flank-of-besso-252/
1177;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-du-mountet-cas-2147000184/ski-touring/de-zinal-4001/
1178;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/monte-rosa-huette-sac-2147000182/mountain-hiking/from-rotenboden-via-the-gornergletscher-554/
1179;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/monte-rosa-huette-sac-2147000182/ski-touring/from-rotenboden-station-3073/
1180;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/monte-rosa-huette-sac-2147000182/ski-touring/abfahrt-ueber-den-gornergletscher-nach-zermatt-3280/
1181;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/monte-rosa-huette-sac-2147000182/ski-touring/vom-klein-matterhorn-via-schwarztor-40521/
1182;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/monte-rosa-huette-sac-2147000182/ski-touring/von-der-bergstation-klein-matterhorn-ueber-das-schwarztor-7277/
1183;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/monte-leone-huette-sac-2147000181/mountain-hiking/from-simplonpass-via-chaltwassertaelli-569/
1184;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/monte-leone-huette-sac-2147000181/ski-touring/vom-simplonpass-4000/
1185;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/monte-leone-huette-sac-2147000181/snowshoeing/vom-simplonpass-2317/
1186;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/turtmannhuette-sac-2147000281/mountain-hiking/from-gruben-meiden-via-turtmannsee-2320/
1187;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/turtmannhuette-sac-2147000281/mountain-hiking/von-gruben-meiden-ueber-holustei-kapellenweg-256/
1188;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/turtmannhuette-sac-2147000281/ski-touring/from-oberems-2552/
1189;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/turtmannhuette-sac-2147000281/ski-touring/from-the-saint-luc-chandolin-ski-area-3071/
1190;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/turtmannhuette-sac-2147000281/ski-touring/von-jungen-st-niklaus-3072/
1191;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/windegghuette-sac-2147000295/mountain-hiking/from-underi-trift-278/
1192;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/windegghuette-sac-2147000295/ski-touring/from-furen-in-gadmertal-3772/
1193;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-des-diablerets-cas-2147000076/mountain-hiking/from-the-tete-aux-chamois-cablecar-station-2319/
1194;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-des-diablerets-cas-2147000076/mountain-hiking/du-col-du-pillon-par-vire-aux-dames-1880/
1195;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-des-diablerets-cas-2147000076/ski-touring/from-the-top-station-tete-aux-chamois-3929/
1196;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/ringelspitzhuette-sac-2147000218/mountain-hiking/from-vaettis-via-grossalp-214/
1197;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/ringelspitzhuette-sac-2147000218/mountain-hiking/von-tamins-durch-das-lawoitobel-215/
1198;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/ringelspitzhuette-sac-2147000218/ski-touring/from-vaettis-3067/
1199;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/ringelspitzhuette-sac-2147000218/ski-touring/von-tamins-5197/
1200;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/ringelspitzhuette-sac-2147000218/snowshoeing/von-vaettis-335/
1201;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/spitzmeilenhuette-sac-2147000256/mountain-hiking/from-the-maschgenkamm-cable-car-station-155/
1202;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/spitzmeilenhuette-sac-2147000256/ski-touring/from-maschgenkamm-or-flumserberg-tannenbodenalp-3080/
1203;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/spitzmeilenhuette-sac-2147000256/snowshoeing/vom-maschgenkamm-5188/
1204;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hundsteinhuette-sac-2147000138/mountain-hiking/from-bruelisau-via-brueeltobel-417/
1205;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hundsteinhuette-sac-2147000138/mountain-hiking/von-der-bergstation-stauberen-2313/
1206;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hundsteinhuette-sac-2147000138/ski-touring/von-bruelisau-3312/
1207;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/bordierhuette-sac-2147000038/mountain-hiking/from-gasenried-via-alpja-558/
1208;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/bordierhuette-sac-2147000038/ski-touring/from-gasenried-2555/
1209;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-bertol-cas-2147000031/mountain-hiking/from-arolla-via-plans-de-bertol-246/
1210;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-bertol-cas-2147000031/ski-touring/from-arolla-2679/
1211;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-arpitettaz-cas-2147000018/mountain-hiking/from-zinal-via-le-chiesso-253/
1212;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-arpitettaz-cas-2147000018/mountain-hiking/from-zinal-via-pas-du-chasseur-hunters-pass-254/
1213;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-arpitettaz-cas-2147000018/ski-touring/from-zinal-2938/
1214;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/ramozhuette-sac-2147000216/mountain-hiking/from-arosa-through-the-welschtobel-209/
1215;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/ramozhuette-sac-2147000216/ski-touring/von-arosa-2996/
1216;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamonas-dela-cas-2147000086/mountain-hiking/from-filisur-through-the-val-spadlatscha-141/
1217;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamonas-dela-cas-2147000086/mountain-hiking/von-berguen-ueber-chavagl-142/
1218;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamonas-dela-cas-2147000086/ski-touring/von-filisur-fregvias-3320/
1219;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-tschierva-cas-2147000279/mountain-hiking/from-pontresina-through-val-roseg-117/
1220;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-tschierva-cas-2147000279/alpinism/von-der-chamanna-boval-cas-ueber-die-fuorcla-boval-123/
1221;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-tschierva-cas-2147000279/ski-touring/von-pontresina-3241/
1222;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-boval-cas-2147000042/mountain-hiking/from-morteratsch-111/
1223;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-boval-cas-2147000042/ski-touring/from-morteratsch-3058/
1224;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-boval-cas-2147000042/snowshoeing/von-morteratsch-4364/
1225;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/zwinglipasshuette-2147000300/mountain-hiking/from-wildhaus-or-gampluet-via-chreialp-2299/
1226;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/zwinglipasshuette-2147000300/ski-touring/ab-gampluet-wildhaus-5234/
1227;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/enderlinhuette-sac-2147000087/mountain-hiking/from-maienfeld-or-st-luzisteig-via-the-enderlinweg-194/
1228;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/domhuette-sac-2147000081/mountain-hiking/from-randa-via-festifluee-557/
1229;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/domhuette-sac-2147000081/ski-touring/de-randa-3265/
