tour_id;start;end
40625;"46.80188274425739;8.819155051035763";"46.82005515565029;8.880356291606121"
1044;"46.8679615237769;8.854915535420265";"46.84792699317301;8.849573774305261"
3004;na;na
7131;"46.868261357181595;8.855764920584129";"46.82000023230395;8.88031011806717"
5477;"46.721653607199066;8.897929227609334";"46.80582816049342;8.860594162267025"
5476;"46.721653607199066;8.897929227609334";"46.81446182772359;8.88750993983457"
1657;"46.5914145307447;7.337450540844193";"46.61324653085776;7.327382541095843"
1649;"46.670482531240765;7.287521541830104";"46.65671346992623;7.314924773898137"
1646;"46.48861653109681;7.210039540527815";"46.53313653121104;7.212658540925125"
1647;"46.610894008500956;7.2758066762645415";"46.622502040638985;7.250707340509278"
1656;"46.61101853110937;7.27653054132821";"46.62791450855561;7.297021656792502"
1628;"46.456027532075325;6.998000541264105";"46.4449738358333;6.988791759985293"
1629;"46.6039195319906;7.098780542140688";"46.58791553180209;7.126910541853951"
2243;"46.549247531057866;7.251984540879479";"46.54943948833061;7.244522511435795"
2540;"46.88964052244868;9.126145534116668";"46.85597552247354;9.103967533938517"
2586;"47.00567540606236;9.066809602004966";"46.99839651136507;9.039372463762652"
2587;"47.033222263627955;9.076860074546156";"47.027324966701535;9.106823844003154"
2397;"46.63430752238754;9.005208532502282";"46.627941387403474;9.012597209779456"
2395;"46.57759052163893;9.123027531353902";"46.5626964473152;9.136494622965547"
2383;"46.81956573304559;9.823438446025373";"46.80267014816947;9.777757897629016"
2386;"46.513134544848164;9.687094680859424";"46.521556518784834;9.655604527879817"
2396;"46.648177521030135;9.279525531109304";"46.65316265704986;9.271955560789552"
2398;"46.67300752324093;8.858268533655323";"46.69028852304859;8.905109533553896"
2382;"46.7279655198219;9.557724530245112";"46.72374436756945;9.583952492398844"
2380;"47.04412051999207;9.683687532323342";"47.05380551989498;9.707419532271818"
2394;"46.4453465189682;9.580017527644232";"46.42050815327335;9.610251608556355"
2384;"46.76568151796093;9.94157652836544";"46.767801486113655;9.961371790843145"
2385;"46.7209585183149;9.849681528507904";"46.708105549937756;9.84152792760018"
2362;"47.286251282512765;9.429045904898032";"47.26493410567178;9.42305017449474"
2387;"46.57756352163658;9.122865531355911";"46.549932995317064;9.070071975380076"
2379;"47.07135752110701;9.480337533737794";"47.04193082888669;9.49135152186435"
2375;"46.98924731063742;9.343239320580421";"46.94568660213225;9.331852369238254"
2365;"47.18232252233565;9.2964165357934";"47.161438128925425;9.284881791394556"
2378;"47.10290052047053;9.619688533219435";"47.0607703243593;9.607062680939613"
2377;"46.92239923450114;9.173071804496331";"46.9533365666786;9.236423329563188"
2376;"47.06930152226689;9.25307253501854";"47.02351340952906;9.236444543752684"
2374;"46.911136521144336;9.392366532804793";"46.940799622072745;9.298795434102827"
2371;"47.12550652361062;9.019818536842129";"47.118911511423946;9.0000344782992"
2347;"47.06932352226736;9.252990535019205";"47.065027376804444;9.233628557167478"
2486;"46.17287353057748;7.132137538020689";"46.17421253083194;7.082295538273635"
2370;"47.09036252125036;9.461638534018523";"47.102870317443;9.447820065704134"
2366;"47.14611752153214;9.434804534669869";"47.13680652165744;9.404719534758474"
2364;"47.12900452261151;9.216047535767798";"47.13817706275563;9.232370747489032"
2373;"47.063067521849945;9.33116353451888";"47.04237144423353;9.301434452875801"
2492;"46.08443752895858;7.403148535902308";"46.0748149769379;7.378658721781857"
2500;"46.69789851702929;10.090268526905488";"46.66290251680105;10.117521526441989"
2520;"46.66261251653143;10.17031352612942";"46.66286051680082;10.117542526441515"
2519;"46.139632526160554;7.991103533463319";"46.139198791404226;7.991526086832742"
2490;"46.138652526294216;7.963987533592241";"46.13919879140421;7.991526086832701"
2489;"45.97111052702774;7.722703533313246";"45.964225526994554;7.725382533238793"
2487;"46.20409953049802;7.1659835381404005";"46.188994530782956;7.1006235383195975"
2502;"46.08692552085421;9.01670952763002";"46.10023852089712;9.01425152776559"
4790;"46.0873779117914;9.019598470702386";"46.10004910549386;9.013914186238202"
260;"45.99105985600002;7.709787003529555";"45.98228452728793;7.677245533638157"
261;"46.00187252707025;7.731863533541147";"45.98229952728837;7.677155533638744"
2501;"46.14052953118405;6.992656538398218";"46.14479354526842;6.970342984333185"
2495;"46.45963253104084;7.204675540287557";"46.4588545310423;7.203950540283978"
2499;"47.10530452407757;8.918633537223553";"47.09939152389702;8.95078153699058"
2466;"46.23283352351271;8.568259531301562";"46.23231052378066;8.514870531578067"
1388;"46.02575252839735;7.48108453499363";"46.05625551914473;7.4574530029757975"
3208;"46.05620598015852;7.457415825837147";"46.04814021003346;7.488562140837615"
3207;"46.05381451681358;7.490013778784569";"46.05620598015852;7.457415825837147"
1889;"46.49434252227978;8.952909531550228";"46.499059607529226;8.995641933878426"
1891;"46.02393439096875;7.748203646572135";"46.029924058534675;7.72126548720885"
2488;"46.73992481624661;8.328141082915172";"46.74012252612202;8.328232537111697"
1448;"46.49518252877943;7.671456538285589";"46.43206752883379;7.625481537942832"
1449;"46.379855528682405;7.626135537465203";"46.431972528835985;7.624991537944438"
2481;"47.24929586772298;9.342058861592395";"47.242946522136585;9.365266535948535"
1506;"46.426997529573214;7.476430538643221";"46.411231529412355;7.499382538384964"
1482;"46.42317552610007;8.16072753512777";"46.45105652630541;8.13549453550935"
401;"46.424586526193615;8.143026535232236";"46.4510955263057;8.135448535509944"
2474;"47.0887485214577;9.42044953424015";"47.109595521541976;9.414466534461916"
1380;"46.68048283290463;8.154150692824272";"46.683158526757595;8.172775537414198"
1381;"46.69837552680131;8.172403537554516";"46.683227526757854;8.172766537414873"
2399;"46.76806252245557;9.062051533384626";"46.814625078366454;9.026482988978136"
1489;"46.33271752950186;7.437263537979247";"46.343385969820055;7.384124803807612"
1490;"46.34592684517093;7.43367906286039";"46.34338352980061;7.384133538339284"
1468;"46.636069527630994;7.975462538013892";"46.65507879728894;7.948145767708448"
1469;"46.659785527296435;8.05418853782124";"46.66870452775401;7.96903753834475"
1467;"46.65190452800239;7.9110325384913365";"46.66910152775542;7.968981538348668"
1548;"46.80242852829666;7.935010539746099";"46.7827145283894;7.906152539714793"
616;"46.727201898587246;7.864937042529874";"46.782589643576785;7.906070724835937"
40686;"46.802452424089566;7.935447548430401";"46.782642637387134;7.906133289970883"
1379;"46.67605552693483;8.134106537552212";"46.68062152692248;8.139002537568112"
614;"46.541190816056556;7.38541095198811";"46.54700127740435;7.4103333022349025"
1288;"46.47744752519577;8.368893534527007";"46.49161271493628;8.28208630779998"
2363;"47.24241552263105;9.26899353649505";"47.22290485396058;9.283244916530956"
1369;"47.005574316766406;9.066742547629003";"47.01229290402631;9.045573056113643"
1368;"47.22865552319108;9.153365537027897";"47.18691879272764;9.121904782611503"
1421;"46.10882797362367;7.9294186835604545";"46.1084570996396;7.897352109291405"
1098;"47.203479522062054;9.351197535670824";"47.234351522064465;9.376042535813086"
2361;"47.25657952240086;9.320718536327782";"47.24271486503272;9.32014921522185"
1099;"47.071071523102354;9.091185535947801";"47.0367341323046;9.133732074669819"
2381;"47.00432952068445;9.528857532862105";"47.038805276094436;9.551492094954746"
1151;"46.95613452334734;8.984695535503336";"46.92945352156608;8.939551415562027"
243;"46.68084601325609;8.967909197700218";"46.634456522391964;9.004793532509382"
244;"46.63948752207235;9.07024153219383";"46.63448990987496;9.005042683012842"
3126;"46.64342140986233;9.082257123798056";"46.63452365384894;9.00508542434588"
490;"45.93451832339155;7.098476235693679";"45.94880645371496;7.066828148404797"
2556;"45.93213721065722;7.098690796197049";"45.94880676104826;7.06693149360974"
1874;"46.22258673334323;6.959032667028316";"46.21463531968591;6.952083676135056"
99;"46.33858851880573;9.556405526850375";"46.3207044256071;9.560734501995297"
605;na;na
5205;"46.031700997078126;7.106892124435851";"46.00821491274699;7.035743835165472"
489;"45.93452038513328;7.098470305472351";"45.92725550251114;7.069040250190208"
492;"45.989324738020294;7.125316465533512";"45.98473624854801;7.092764615155326"
5622;"45.999585010557375;7.043734551247753";"45.98804224192254;7.045030143233817"
2945;"45.99959744386472;7.0437046851132745";"45.98304833172232;7.0255654554938305"
212;"46.38945320845919;10.079956129546305";"46.39696425467319;10.118610855458924"
3066;"46.389893785747134;10.079304734125126";"46.39709232209001;10.118588651923583"
4579;"46.389893785747134;10.079304734125126";"46.39709232209001;10.118588651923583"
411;"46.921668522286;9.174367534134111";"46.90498932200194;9.191775296181927"
382;"46.8682705230611;8.995370534652341";"46.85738352291291;9.018738534424964"
546;"45.95160252955057;7.207913535656445";"45.92992067891167;7.246565298557478"
4003;"45.9491162701645;7.208384173069113";"45.93037739144383;7.271786120047647"
545;"45.95179136519765;7.207909924365269";"45.93026598843009;7.244906759231073"
4004;"45.9491162701645;7.208384173069113";"45.916943764627376;7.245397158887759"
591;"46.13651096010163;7.6259212345000185";"46.12037252782974;7.648897535009384"
4458;"46.160100009359645;7.699509831239387";"46.14687053118667;7.698461317215709"
2644;"46.135198651283496;7.626167759328194";"46.13032753186345;7.679324031305301"
3070;"46.16013641501746;7.69949586710147";"46.15526280939607;7.704683934010329"
549;"46.08398256309335;7.403543929316993";"46.01104793323258;7.417530830791757"
550;"46.0257675283972;7.481138534993508";"46.0162045286172;7.431755535149836"
2551;"46.016326945552365;7.455548148438163";"46.016193748343134;7.431671376734237"
247;"46.021544528379565;7.481596534955107";"45.983495587697576;7.524918869675166"
3928;"46.021575528485705;7.481689535136042";"45.97094918093648;7.530435922695322"
547;"46.00242152902437;7.342580535461273";"45.93916960193139;7.380798952730332"
548;"46.00242152902462;7.3425305354615205";"45.93927352864823;7.380928534709406"
3377;na;na
2942;na;na
551;"46.090922529731145;7.2530755366925455";"46.08351173194999;7.2809950646488675"
552;"46.08001496035008;7.269888483476135";"46.08350463187163;7.2810900344001155"
3931;"46.08363244163757;7.2810087736867235";"46.09753082735234;7.273463056628666"
248;"46.06587152819931;7.543637535045082";"46.03650803497326;7.578190795651732"
395;"46.31247452739326;7.843549535759216";"46.3202395267248;7.875045547761592"
555;"46.058322569183225;7.811122176168848";"46.05173452671658;7.830079533498078"
3281;"46.06688388503722;7.775097221451889";"46.051538421444945;7.830039435252171"
252;"46.13647335075252;7.625838338235759";"46.0978166831819;7.6387548257951"
4001;"46.135198651283496;7.626167759328194";"46.060560199233656;7.640265490752793"
554;"45.98443552685219;7.7653325332209";"45.97743252665649;7.800128532988736"
3073;"45.984272000647564;7.76526967621464";"45.95694308273291;7.814532303242876"
3280;"45.95694308273291;7.814532303242876";"45.98105668968656;7.741735159194336"
40521;"45.93012638364724;7.776649751869315";"45.93748951150415;7.729238405135603"
7277;"45.93748951150415;7.729238405135603";"45.93012638364724;7.776649751869315"
569;"46.24672252627181;8.029028534225086";"46.26075893472414;8.080203179061417"
4000;"46.25058567994685;8.034066948008208";"46.260739072379586;8.080322933333706"
2317;"46.24658217893743;8.02895090778517";"46.24831990261352;8.062955224870658"
2320;"46.21150552780043;7.705991535544492";"46.160050284882296;7.6994908054212186"
256;"46.21169652780019;7.706140535545458";"46.160050284882246;7.699490805421278"
2552;"46.28276085120001;7.695462046108292";"46.20989868138709;7.704407314629669"
3071;"46.23892847641095;7.654613400607786";"46.16013641501746;7.69949586710147"
3072;"46.19597204024422;7.79953824551846";"46.16013641501746;7.69949586710147"
278;"46.7043005504256;8.335998539867479";"46.69488452589842;8.347899536597058"
3772;"46.72974624882323;8.332835471145547";"46.718651175020746;8.332670764069947"
2319;"46.33999553064548;7.214800539141246";"46.33869141766224;7.215388013317476"
1880;"46.35365653073194;7.205484539311749";"46.33868698562854;7.215394449034146"
3929;"46.34001312924677;7.214688317558406";"46.338624530737654;7.215371538821786"
214;"46.90915170526264;9.440436153830284";"46.85614958606855;9.411523382812758"
215;"46.829146520861634;9.405660532004044";"46.84001255156214;9.393032947886091"
3067;"46.90915643200931;9.440442902238178";"46.88281666195887;9.421285666517942"
5197;"46.82914813901216;9.405848077961783";"46.86586047583852;9.380798294718142"
335;"46.90915643200931;9.440442902238178";"46.86586047583852;9.380798294718142"
155;"47.06931852226748;9.252972535019241";"47.03417552218979;9.2503535347174"
3080;"47.069450927129594;9.253937328447664";"47.034182439718705;9.250605362377048"
5188;"47.034182439718705;9.250605362377048";"47.069450927129594;9.253937328447664"
417;"47.296853373851306;9.456347241341385";"47.25484115301883;9.422338672605786"
2313;"47.26069252172714;9.453521535601045";"47.254775521872155;9.422448535726742"
3312;"47.29640998621309;9.457795444998538";"47.25481569957133;9.422268905937038"
558;"46.18006052711262;7.824771534665681";"46.15990458280643;7.831737175657064"
2555;"46.17989794792772;7.824662141902685";"46.14458051902833;7.849828022371078"
246;"46.02157552837783;7.481689534955172";"45.99772352819714;7.504487534622059"
2679;"46.021575528485705;7.481689535136042";"46.00600094097106;7.5277020482672885"
253;"46.13088152795654;7.629168535204124";"46.10504352780855;7.643845534899577"
254;"46.13651096010163;7.6259212345000185";"46.111317404508505;7.6336877099970915"
2938;"46.135198651283496;7.626167759328194";"46.100849306603415;7.6794078011914495"
209;"46.783893628449164;9.679580377946316";"46.73084551939043;9.643791529779321"
2996;"46.77839736063191;9.68389627203528";"46.730890756540546;9.643734871907549"
141;"46.67508651904941;9.682303529069339";"46.61869351885419;9.691841528521131"
142;"46.63066399621517;9.747191328872066";"46.61870951885459;9.691775528521646"
3320;"46.663227366161436;9.6949749262191";"46.61873657815281;9.691865029218684"
117;"46.49077003761467;9.896500833095082";"46.438821850850644;9.871224146134857"
123;"46.41505751714181;9.924896525419785";"46.413872166586955;9.904231509383381"
3241;"46.490271983118134;9.896652524889506";"46.40397439792721;9.880039843451199"
111;"46.450561517155535;9.940154525636833";"46.415130261639774;9.925014511119265"
3058;"46.4509648474886;9.940768517312868";"46.41523374759807;9.925031800888236"
4364;"46.4509648474886;9.940768517312868";"46.41523374759807;9.925031800888236"
2299;"47.20347952206205;9.351197535670767";"47.233184522055;9.37626253579692"
5234;"47.21347768514063;9.344165440263819";"47.2238943550471;9.373890315528673"
194;"47.00427152068544;9.52862853286291";"47.03311507962065;9.549759048053234"
557;"46.09991566011319;7.781605359469306";"46.10437943254089;7.809751172161565"
3265;"46.09981351559254;7.781965780295448";"46.10282807801079;7.817734231543847"
473;"46.495492193365855;7.671766370303605";"46.48829062717538;7.686432023336931"
1491;"46.49550552877894;7.671805538291875";"46.486796528621035;7.697392538072448"
5082;"46.49518176264326;7.671453474216897";"46.49205316815383;7.696744055153237"
567;"46.36881352568457;8.212964534369192";"46.376572260240714;8.25212181521276"
3278;"46.36881291220948;8.212977056836108";"46.37470712246195;8.291822182134258"
4;"46.31219300226008;7.843854787810879";"46.32022335745539;7.875112242453657"
5280;"46.314666749437485;7.851226973872272";"46.3194397409539;7.871861941308642"
1645;"46.59968839692089;7.238611218440658";"46.58119528125662;7.212845740288545"
766;"46.83868056674834;8.012334736151937";"46.850893200434534;7.981646466655807"
767;"46.880210501592174;8.016570124286757";"46.8747084179673;7.985858530037434"
195;"46.86044651829458;9.923642529300828";"46.86905651810737;9.964542529137214"
249;"46.02423852705101;7.7484955336573025";"46.001870950212975;7.629059317799026"
250;"45.99196152715617;7.7090685335663265";"46.00187231522098;7.629001681430055"
3065;"45.992111480816575;7.70892601398897";"46.00198839673623;7.628972019348858"
5;"46.02393439096875;7.748203646572135";"46.029924058534675;7.72126548720885"
3205;"46.02070480908597;7.746423774749938";"46.03312094929536;7.7184150596230285"
2291;"46.02408152705112;7.7483875336564285";"46.01006575186714;7.66482199556515"
356;"46.80194852567289;8.44922253702819";"46.79560283631077;8.460663004188055"
777;"46.843120524974864;8.607305536551111";"46.8364453856891;8.54568960261994"
3314;"46.80181214185856;8.449401562036766";"46.80058928375834;8.494466844014777"
284;"46.665926043797725;8.588442981740414";"46.676463524810046;8.551876535343263"
285;"46.66434852474554;8.558095535200847";"46.67646352481009;8.551869535343302"
349;"46.70658452464853;8.599615535358192";"46.67643652481025;8.551818535343335"
3055;"46.66579525772936;8.588463178406668";"46.676550781348006;8.551797329718399"
369;"46.72423552300759;8.930591533718637";"46.76127785206382;8.879302280771315"
367;"46.76602152423739;8.711665535288049";"46.78078131225518;8.775195506801312"
368;"46.70468852354464;8.81531053417315";"46.719273660744754;8.813539516085909"
3303;"46.72419134469459;8.783233917445434";"46.729093926554526;8.784862012837717"
5195;"46.701559956155705;8.83903660650779";"46.733768012575574;8.804218430703775"
2209;"46.37166152689665;7.974846535622805";"46.40433452694125;7.984133535869426"
204;"46.57749505754803;9.122765799272422";"46.54165252195533;9.04185053148262"
3064;"46.57758199792366;9.122962476100842";"46.54155862700283;9.04176898827456"
1225;"46.90166852556596;8.522768537539614";"46.857764525436345;8.525058537127805"
19;"46.40374597984473;9.69521248954608";"46.36634601883329;9.714547019615747"
3213;"46.39928221740312;9.695274999480127";"46.33175950796771;9.709350772250046"
199;"46.645716247663344;9.827869257641348";"46.64525151798988;9.87517252769949"
3061;"46.63459863342975;9.767184894907867";"46.645143089585105;9.8751628991457"
5952;"46.720743350745934;9.849767084434";"46.645143089585105;9.8751628991457"
5953;"46.61130919945894;9.932784908231131";"46.62321587912118;9.91375099925892"
3063;"46.62480858972094;9.794870519423169";"46.645143089585105;9.8751628991457"
4289;"46.63137236227185;9.746412395806667";"46.645143089585105;9.8751628991457"
4291;"46.645143089585105;9.8751628991457";"46.63849458671587;10.021480633124792"
1268;"46.5760185252024;8.420903535137302";"46.597400525230775;8.426837535298212"
1269;"46.58805452517491;8.432807535182436";"46.597384525230645;8.426853535297981"
275;"46.64915752500369;8.499247535378858";"46.67165752536704;8.439878535898304"
2943;"46.66579525772936;8.588463178406668";"46.6652342902016;8.56938445989117"
355;"46.80193252567272;8.449252537027883";"46.79464160838195;8.462602649331918"
3296;"46.770173469904485;8.44665434943022";"46.738484248511405;8.360690491524966"
6510;"46.770671991649984;8.423555397902874";"46.77422258845364;8.4157764768154"
402;"46.37184852689972;7.974537535631419";"46.413283500696444;8.002071732211471"
6490;"46.39585579555747;8.048201209245658";"46.4176814583474;8.009257939513045"
457;"46.496654529289394;7.571591538802635";"46.48605736526961;7.604188581275522"
458;"46.44929052918829;7.565064538403208";"46.460353502863136;7.579626503803403"
468;"46.46784252874862;7.662305538082751";"46.45111052856356;7.689519537793096"
393;"46.371783526898184;7.9744385356294165";"46.42486952704878;7.973881536111484"
3148;"46.37190444535991;7.974706862631768";"46.38067607029216;7.990873655212866"
6796;"46.50044579158049;8.053221843177896";"46.5010331401442;8.051546157398668"
460;"46.45781674332469;7.444043434835863";"46.39995176750347;7.441295150506313"
461;"46.42887052992109;7.408694538997455";"46.379146529884;7.387918538646506"
462;"46.39066724569254;7.338477593110386";"46.37918452988255;7.387816538646696"
3183;"46.40054373494153;7.44212276213993";"46.379253930483586;7.387931815372078"
2129;"46.42322152186221;8.997009530676566";"46.473137019357445;9.02378401825127"
