link,title,difficulty,distance,elevation_up,elevation_down,duration,speed,gpx_file,distance_gpx
https://www.komoot.com/smarttour/1805125,Mettlenalp – Stächelegg loop from Riedbad,Intermediate,6.86,373.38,365.76,143,2.9,2023-05-07_1109212586_GPX Download_ Mettlenalp – Stächelegg Runde von Riedbad.gpx,6.8
https://www.komoot.com/smarttour/1125039,Rämisgummehoger – Vorder Rämisgummen loop from Eggiwil,Expert,16.58,601.98,601.98,310,3.22,2023-05-07_1109217927_GPX Download_ Rämisgummehoger – Vorder Rämisgummen Runde von Eggiwil.gpx,16.56
https://www.komoot.com/smarttour/12230297,Napf – Stächelegg loop from Riedbad,Intermediate,8.3,403.86,396.24,167,3.06,2023-05-07_1109218486_GPX Download_ Napf – Stächelegg Runde von Riedbad.gpx,8.25
https://www.komoot.com/smarttour/1810167,Vorder Rämisgummen – Rämisgummehoger loop from Trubschachen,Expert,22.85,990.6,990.6,442,3.06,2023-05-07_1109218691_GPX Download_ Vorder Rämisgummen – Rämisgummehoger Runde von Trubschachen.gpx,22.7
https://www.komoot.com/smarttour/1811611,Blasenfluh – Waldhäusern loop from Signau,Intermediate,9.75,441.96,441.96,193,3.06,2023-05-07_1109218850_GPX Download_ Blasenfluh – Waldhäusern Runde von Signau.gpx,9.71
https://www.komoot.com/smarttour/1809167,Napf – Hengst loop from Trub,Expert,16.58,678.18,678.18,315,3.22,2023-05-07_1109219019_GPX Download_ Napf – Hengst Runde von Trub.gpx,16.46
https://www.komoot.com/smarttour/1807748,Landgasthof Kemmeriboden Bad – Schneebergli loop from Bumbach,Intermediate,14.19,411.48,411.48,251,3.38,2023-05-07_1109219217_GPX Download_ Landgasthof Kemmeriboden Bad – Schneebergli Runde von Bumbach.gpx,14.18
https://www.komoot.com/smarttour/8024780,Waldhäusern – Blasenfluh loop from Signau,Intermediate,13.2,502.92,502.92,248,3.22,2023-05-07_1109219401_GPX Download_ Waldhäusern – Blasenfluh Runde von Signau.gpx,13.14
https://www.komoot.com/smarttour/1125011,Kemmeriboden Bad – Landgasthof Kemmeriboden Bad loop from Bumbach,Intermediate,7.13,236.22,236.22,129,3.38,2023-05-07_1109219579_GPX Download_ Kemmeriboden Bad – Landgasthof Kemmeriboden Bad Runde von Bumbach.gpx,7.12
https://www.komoot.com/smarttour/4171323,Napf – Lüderenalp loop from Ranflüh,Expert,23.82,807.72,807.72,445,3.22,2023-05-07_1109219779_GPX Download_ Napf – Lüderenalp Runde von Ranflüh.gpx,23.76
https://www.komoot.com/smarttour/1125043,Schneebergli – Ausicht die begeistert loop from Bumbach,Expert,12.65,982.98,982.98,327,2.25,2023-05-07_1109224169_GPX Download_ Schneebergli – Ausicht die begeistert Runde von Bumbach.gpx,12.44
https://www.komoot.com/smarttour/1806170,Hängebrücke über die Emme loop from Eggiwil,Intermediate,10.01,373.38,373.38,187,3.22,2023-05-07_1109224392_GPX Download_ Hängebrücke über die Emme Runde von Eggiwil.gpx,9.99
https://www.komoot.com/smarttour/1808074,Alp Restaurant Obere Lushütte – Lüderenalp loop from Ranflüh,Intermediate,12.47,281.94,281.94,213,3.54,2023-05-07_1109224588_GPX Download_ Alp Restaurant Obere Lushütte – Lüderenalp Runde von Ranflüh.gpx,12.46
https://www.komoot.com/smarttour/1804827,Restaurant Bärnsicht – Lüderenalp loop from Ranflüh,Easy,5.38,121.92,121.92,91,3.54,2023-05-07_1109224956_GPX Download_ Restaurant Bärnsicht – Lüderenalp Runde von Ranflüh.gpx,5.38
https://www.komoot.com/smarttour/5478675,ÄBERSOLD – Chuderhüsiturm loop from Röthenbach,Intermediate,8.32,259.08,259.08,150,3.38,2023-05-07_1109225425_GPX Download_ ÄBERSOLD – Chuderhüsiturm Runde von Röthenbach.gpx,8.31
https://www.komoot.com/smarttour/1804122,Schallenbergpass loop from Schulweidli,Intermediate,10.44,327.66,327.66,188,3.38,2023-05-07_1109225701_GPX Download_ Schallenbergpass Runde von Schulweidli.gpx,10.42
https://www.komoot.com/smarttour/12231749,Landgasthof Kemmeriboden Bad – Ausicht die begeistert loop from Bumbach,Expert,20.44,1043.94,1043.94,443,2.74,2023-05-07_1109225973_GPX Download_ Landgasthof Kemmeriboden Bad – Ausicht die begeistert Runde von Bumbach.gpx,20.27
https://www.komoot.com/smarttour/4170065,Kleiner Hofladen – Holzfiguren loop from Langnau,Intermediate,9.88,137.16,129.54,160,3.7,2023-05-07_1109226312_GPX Download_ Kleiner Hofladen – Holzfiguren Runde von Langnau.gpx,9.88
https://www.komoot.com/smarttour/8024998,Waldhäusern – Blasenfluh loop from Emmenmatt,Intermediate,7.63,198.12,198.12,134,3.38,2023-05-07_1109226582_GPX Download_ Waldhäusern – Blasenfluh Runde von Emmenmatt.gpx,7.61
https://www.komoot.com/smarttour/736294,Napf – Höchänzi loop from Trub,Expert,16.42,754.38,754.38,323,3.06,2023-05-07_1109226932_GPX Download_ Napf – Höchänzi Runde von Trub.gpx,16.26
https://www.komoot.com/smarttour/711126,Aquädukt über die Schüss – Eingang zur Taubenlochschlucht loop from Evilard/Leubringen,Intermediate,9.88,365.76,373.38,184,3.22,2023-05-07_1109231529_GPX Download_ Aquädukt über die Schüss – Eingang zur Taubenlochschlucht Runde von Evilard_Leubringen.gpx,9.85
https://www.komoot.com/smarttour/1515868,Idyllischer Ort am Twannbach – Gorges de Douanne loop from Twann,Intermediate,13.55,556.26,556.26,260,3.06,2023-05-07_1109231758_GPX Download_ Idyllischer Ort am Twannbach – Gorges de Douanne Runde von Twann.gpx,13.49
https://www.komoot.com/smarttour/992832,Eingang zur Taubenlochschlucht – Aquädukt über die Schüss loop from Champagne,Easy,5.99,160.02,160.02,105,3.38,2023-05-07_1109232025_GPX Download_ Eingang zur Taubenlochschlucht – Aquädukt über die Schüss Runde von Champagne.gpx,5.98
https://www.komoot.com/smarttour/8010280,Idyllischer Ort am Twannbach – Gorges de Douanne loop from Magglingen/Macolin,Expert,18.02,609.6,609.6,328,3.22,2023-05-07_1109232581_GPX Download_ Idyllischer Ort am Twannbach – Gorges de Douanne Runde von Magglingen_Macolin.gpx,17.97
https://www.komoot.com/smarttour/1514836,Gorges de Douanne – Idyllischer Ort am Twannbach loop from Twann,Intermediate,9.98,411.48,411.48,192,3.06,2023-05-07_1109232838_GPX Download_ Gorges de Douanne – Idyllischer Ort am Twannbach Runde von Twann.gpx,9.92
https://www.komoot.com/smarttour/711143,Gorges de Douanne – Twann loop from Twann,Intermediate,7.64,434.34,434.34,161,2.9,2023-05-07_1109233132_GPX Download_ Gorges de Douanne – Twann Runde von Twann.gpx,7.59
https://www.komoot.com/smarttour/1516143,Gorges de Douanne – Twann loop from Biel/Bienne,Expert,23.66,693.42,693.42,424,3.38,2023-05-07_1109233363_GPX Download_ Gorges de Douanne – Twann Runde von Biel_Bienne.gpx,23.67
https://www.komoot.com/smarttour/5473464,Gorges de Douanne – Überhang loop from Wingreis,Intermediate,10.46,457.2,457.2,203,3.06,2023-05-07_1109233566_GPX Download_ Gorges de Douanne – Überhang Runde von Wingreis.gpx,10.41
https://www.komoot.com/smarttour/1516153,Aussicht Richtung Biel – Rebenweg oberhalb von Wingreis loop from Hohfluh,Intermediate,16.25,281.94,281.94,271,3.54,2023-05-07_1109233766_GPX Download_ Aussicht Richtung Biel – Rebenweg oberhalb von Wingreis Runde von Hohfluh.gpx,16.24
https://www.komoot.com/smarttour/4148716,Alte Aare – Steg über die Aare loop from Scheuren,Intermediate,14.02,15.24,15.24,212,4.02,2023-05-07_1109238644_GPX Download_ Alte Aare – Steg über die Aare Runde von Scheuren.gpx,14.03
https://www.komoot.com/smarttour/1515526,Eingang zur Taubenlochschlucht – Aquädukt über die Schüss loop from Boujean/Bözingen,Intermediate,8.71,297.18,297.18,158,3.38,2023-05-07_1109238951_GPX Download_ Eingang zur Taubenlochschlucht – Aquädukt über die Schüss Runde von Boujean_Bözingen.gpx,8.68
https://www.komoot.com/smarttour/5473606,Aussicht Richtung Biel – Idyllischer Ort am Twannbach loop from Magglingenbahn/Funi Macolin,Expert,19.31,441.96,441.96,333,3.54,2023-05-07_1109239295_GPX Download_ Aussicht Richtung Biel – Idyllischer Ort am Twannbach Runde von Magglingenbahn_Funi Macolin.gpx,19.33
https://www.komoot.com/smarttour/8009357,Eingang zur Taubenlochschlucht – Wasserfall Tubeloch-Schlucht loop from Bienne Mâche - Biel Mett,Intermediate,14.98,518.16,518.16,276,3.22,2023-05-07_1109239504_GPX Download_ Eingang zur Taubenlochschlucht – Wasserfall Tubeloch-Schlucht Runde von Bienne Mâche - Biel Mett.gpx,14.93
https://www.komoot.com/smarttour/1513675,Gorges de Douanne – Idyllischer Ort am Twannbach loop from Lamboing,Intermediate,4.26,320.04,320.04,99,2.57,2023-05-07_1109239781_GPX Download_ Gorges de Douanne – Idyllischer Ort am Twannbach Runde von Lamboing.gpx,4.21
https://www.komoot.com/smarttour/1513659,Twann – Kirche Ligerz loop from Twann,Easy,4.88,45.72,45.72,77,3.86,2023-05-07_1109240144_GPX Download_ Twann – Kirche Ligerz Runde von Twann.gpx,4.88
https://www.komoot.com/smarttour/1516577,Eingang zur Taubenlochschlucht – Wasserfall Tubeloch-Schlucht loop from Biel/Bienne,Intermediate,16.42,480.06,480.06,293,3.38,2023-05-07_1109240423_GPX Download_ Eingang zur Taubenlochschlucht – Wasserfall Tubeloch-Schlucht Runde von Biel_Bienne.gpx,16.3
https://www.komoot.com/smarttour/12205080,Eingang zur Taubenlochschlucht – Aquädukt über die Schüss loop from Biel/Bienne,Intermediate,11.67,243.84,243.84,198,3.54,2023-05-07_1109240636_GPX Download_ Eingang zur Taubenlochschlucht – Aquädukt über die Schüss Runde von Biel_Bienne.gpx,11.66
https://www.komoot.com/smarttour/1513778,Hängebrücke über die Zihl – Lago loop from Biel/Bienne,Easy,6.5,15.24,15.24,99,3.86,2023-05-07_1109240786_GPX Download_ Hängebrücke über die Zihl – Lago Runde von Biel_Bienne.gpx,6.5
https://www.komoot.com/smarttour/5473187,Eingang zur Taubenlochschlucht – Wasserfall Tubeloch-Schlucht loop from Boujean/Bözingen,Intermediate,8.11,464.82,464.82,172,2.9,2023-05-07_1109240984_GPX Download_ Eingang zur Taubenlochschlucht – Wasserfall Tubeloch-Schlucht Runde von Boujean_Bözingen.gpx,8.04
https://www.komoot.com/smarttour/4147386,Badebuchten bei Ipsach – Strandbad Sutz-Lattrigen loop from Nidau,Intermediate,9.09,30.48,30.48,139,3.86,2023-05-07_1109245921_GPX Download_ Badebuchten bei Ipsach – Strandbad Sutz-Lattrigen Runde von Nidau.gpx,9.1
https://www.komoot.com/smarttour/8010332,Blick ins Seeland Alpen – Antenne de Chasseral loop from Cortébert,Intermediate,16.9,396.24,396.24,290,3.54,2023-05-07_1109246075_GPX Download_ Blick ins Seeland Alpen – Antenne de Chasseral Runde von Cortébert.gpx,16.95
https://www.komoot.com/smarttour/992886,Antenne de Chasseral – Blick ins Seeland Alpen loop from Cormoret,Intermediate,15.95,396.24,396.24,275,3.54,2023-05-07_1109246279_GPX Download_ Antenne de Chasseral – Blick ins Seeland Alpen Runde von Cormoret.gpx,15.94
https://www.komoot.com/smarttour/1513870,Jurahaus – Bison Ranch loop from Orvin,Intermediate,9.38,320.04,327.66,173,3.22,2023-05-07_1109292768_GPX Download_ Jurahaus – Bison Ranch Runde von Orvin.gpx,9.86
https://www.komoot.com/smarttour/992843,Hôtel du Chasseral – Grossartige Fernsicht loop from Nods,Intermediate,8.08,647.7,647.7,195,2.41,2023-05-07_1109246951_GPX Download_ Hôtel du Chasseral – Grossartige Fernsicht Runde von Nods.gpx,7.96
https://www.komoot.com/smarttour/1516333,Blick ins Seeland Alpen – Antenne de Chasseral loop from Nods,Expert,17.7,739.14,739.14,334,3.22,2023-05-07_1109247238_GPX Download_ Blick ins Seeland Alpen – Antenne de Chasseral Runde von Nods.gpx,17.57
https://www.komoot.com/smarttour/12199881,Idyllischer Ort am Twannbach – Kirche Ligerz loop from Prêles,Intermediate,8.47,373.38,373.38,167,3.06,2023-05-07_1109247565_GPX Download_ Idyllischer Ort am Twannbach – Kirche Ligerz Runde von Prêles.gpx,8.42
https://www.komoot.com/smarttour/12202898,Grossartige Fernsicht – Hôtel du Chasseral loop from Lignières,Intermediate,13.29,746.76,746.76,279,2.9,2023-05-07_1109248090_GPX Download_ Grossartige Fernsicht – Hôtel du Chasseral Runde von Lignières.gpx,13.2
https://www.komoot.com/smarttour/711108,Le Chasseral – Antenne de Chasseral loop from Cormoret,Easy,2.77,53.34,53.34,46,3.54,2023-05-07_1109253846_GPX Download_ Le Chasseral – Antenne de Chasseral Runde von Cormoret.gpx,2.77
https://www.komoot.com/smarttour/711106,Gorges de Douanne – Idyllischer Ort am Twannbach loop from Ligerz,Intermediate,12.5,411.48,411.48,229,3.22,2023-05-07_1109254184_GPX Download_ Gorges de Douanne – Idyllischer Ort am Twannbach Runde von Ligerz.gpx,12.47
https://www.komoot.com/smarttour/5473353,Blick ins Seeland Alpen – Antenne de Chasseral loop from Cormoret,Easy,5.31,129.54,137.16,92,3.54,2023-05-07_1109254384_GPX Download_ Blick ins Seeland Alpen – Antenne de Chasseral Runde von Cormoret.gpx,5.31
https://www.komoot.com/smarttour/8006451,Kirche Ligerz – Die Kirche von Ligerz loop from La Neuveville,Intermediate,9.9,213.36,213.36,169,3.54,2023-05-07_1109254677_GPX Download_ Kirche Ligerz – Die Kirche von Ligerz Runde von La Neuveville.gpx,9.89
https://www.komoot.com/smarttour/1514794,Drei-Seen-Sicht vom Mont-Sujet – Mont Sujet loop from Lamboing,Intermediate,13.5,586.74,586.74,259,3.06,2023-05-07_1109254976_GPX Download_ Drei-Seen-Sicht vom Mont-Sujet – Mont Sujet Runde von Lamboing.gpx,13.46
https://www.komoot.com/smarttour/1513610,Parkplatz in Nods – Nods - L‘Aiguillon loop from Nods,Intermediate,7.44,144.78,144.78,124,3.54,2023-05-07_1109255261_GPX Download_ Parkplatz in Nods – Nods - L‘Aiguillon Runde von Nods.gpx,7.44
https://www.komoot.com/smarttour/8008534,Grossartige Fernsicht – Hôtel du Chasseral loop from Nods,Intermediate,10.48,632.46,632.46,226,2.74,2023-05-07_1109255575_GPX Download_ Grossartige Fernsicht – Hôtel du Chasseral Runde von Nods.gpx,10.39
https://www.komoot.com/smarttour/12205842,Prêles – Mont Sujet loop from Prêles,Expert,17.54,693.42,693.42,332,3.22,2023-05-07_1109255886_GPX Download_ Prêles – Mont Sujet Runde von Prêles.gpx,17.47
https://www.komoot.com/smarttour/8006551,Parkplatz in Nods – Grossartige Fernsicht loop from Nods,Intermediate,7.55,441.96,441.96,159,2.9,2023-05-07_1109256134_GPX Download_ Parkplatz in Nods – Grossartige Fernsicht Runde von Nods.gpx,7.48
https://www.komoot.com/smarttour/5472502,Bison Ranch – Metairie de Prêles loop from Orvin,Easy,6.42,182.88,182.88,113,3.38,2023-05-07_1109256526_GPX Download_ Bison Ranch – Metairie de Prêles Runde von Orvin.gpx,6.41
https://www.komoot.com/smarttour/1516746,Blick ins Seeland Alpen – Antenne de Chasseral loop from Lamboing,Expert,23.5,1051.56,1051.56,455,3.06,2023-05-07_1109261801_GPX Download_ Blick ins Seeland Alpen – Antenne de Chasseral Runde von Lamboing.gpx,23.41
https://www.komoot.com/smarttour/12193355,Hôtel du Chasseral – La Combe Biosse loop from Cormoret,Intermediate,12.92,548.64,548.64,252,3.06,2023-05-07_1109262001_GPX Download_ Hôtel du Chasseral – La Combe Biosse Runde von Cormoret.gpx,12.86
https://www.komoot.com/smarttour/12206857,Moutier – Petit étang gelé loop from Moutier,Expert,17.86,548.64,548.64,320,3.38,2023-05-07_1109262246_GPX Download_ Moutier – Petit étang gelé Runde von Moutier.gpx,17.76
https://www.komoot.com/smarttour/424272,Combe Fabet – Rückweg loop from Moutier,Intermediate,14.69,449.58,449.58,264,3.38,2023-05-07_1109262504_GPX Download_ Combe Fabet – Rückweg Runde von Moutier.gpx,14.67
https://www.komoot.com/smarttour/992907,Combe Fabet – Rückweg loop from Court,Intermediate,14.92,449.58,449.58,268,3.38,2023-05-07_1109262719_GPX Download_ Combe Fabet – Rückweg Runde von Court.gpx,14.88
https://www.komoot.com/smarttour/991195,Wasserfall – Mont Raimeux loop from Crémines,Intermediate,13.94,708.66,708.66,285,2.9,2023-05-07_1109263123_GPX Download_ Wasserfall – Mont Raimeux Runde von Crémines.gpx,13.83
https://www.komoot.com/smarttour/4175609,Wasserfall – Unter der Krete loop from Crémines,Intermediate,11.8,670.56,670.56,250,2.9,2023-05-07_1109263319_GPX Download_ Wasserfall – Unter der Krete Runde von Crémines.gpx,11.7
https://www.komoot.com/smarttour/712032,Grüner See (le lac vert) – Le Lac Vert loop from Sornetan,Intermediate,11.14,525.78,525.78,221,3.06,2023-05-07_1110120131_GPX Download_ Grüner See (le lac vert) – Le Lac Vert Runde von Sornetan.gpx,7.31
https://www.komoot.com/smarttour/8008482,Gorges de Perrefitte loop from Perrefitte,Easy,5.75,281.94,281.94,113,3.06,2023-05-07_1109263733_GPX Download_ Gorges de Perrefitte Runde von Perrefitte.gpx,5.71
https://www.komoot.com/smarttour/1597323,Wasserfall – Mont Raimeux loop from Corcelles,Expert,21.24,1165.86,1165.86,451,2.9,2023-05-07_1109268639_GPX Download_ Wasserfall – Mont Raimeux Runde von Corcelles.gpx,20.98
https://www.komoot.com/smarttour/5488933,Wasserfall – Unter der Krete loop from Grandval,Intermediate,10.88,502.92,502.92,218,3.06,2023-05-07_1109268925_GPX Download_ Wasserfall – Unter der Krete Runde von Grandval.gpx,10.82
https://www.komoot.com/smarttour/5490631,Unter der Krete – Wasserfall loop from Grandval,Expert,19.31,883.92,891.54,384,3.06,2023-05-07_1109269165_GPX Download_ Unter der Krete – Wasserfall Runde von Grandval.gpx,19.18
https://www.komoot.com/smarttour/991161,Wasserfall – Unter der Krete loop from Corcelles,Intermediate,7.1,449.58,449.58,157,2.74,2023-05-07_1109269391_GPX Download_ Wasserfall – Unter der Krete Runde von Corcelles.gpx,7.02
https://www.komoot.com/smarttour/1593265,Mont Raimeux – Tour d'observation des Raimeux loop from Vieille Ville,Expert,18.83,876.3,876.3,371,3.06,2023-05-07_1109269627_GPX Download_ Mont Raimeux – Tour d'observation des Raimeux Runde von Vieille Ville.gpx,18.69
https://www.komoot.com/smarttour/1516480,Maison de la Tête de Moine – Herrliche Aussicht loop from Bellelay,Intermediate,16.74,320.04,312.42,279,3.54,2023-05-07_1109269828_GPX Download_ Maison de la Tête de Moine – Herrliche Aussicht Runde von Bellelay.gpx,16.7
https://www.komoot.com/smarttour/1515085,Riesiger Platz für eine Pause – Maison de la Tête de Moine loop from Bellelay,Intermediate,11.06,297.18,297.18,194,3.38,2023-05-07_1109270013_GPX Download_ Riesiger Platz für eine Pause – Maison de la Tête de Moine Runde von Bellelay.gpx,11.03
https://www.komoot.com/smarttour/12192681,Le Lac Vert – Grüner See (le lac vert) loop from Souboz,Intermediate,8.58,419.1,419.1,170,3.06,2023-05-07_1109270482_GPX Download_ Le Lac Vert – Grüner See (le lac vert) Runde von Souboz.gpx,8.53
https://www.komoot.com/smarttour/12239279,Mont Raimeux – Tour d'observation des Raimeux loop from Moutier,Expert,15.14,807.72,807.72,312,2.9,2023-05-07_1109270777_GPX Download_ Mont Raimeux – Tour d'observation des Raimeux Runde von Moutier.gpx,15.04
https://www.komoot.com/smarttour/711156,Cabane Combioz (1300m) – Cabane Moron (1313m) du CAS loop from Champoz,Intermediate,8.37,411.48,411.48,170,2.9,2023-05-07_1109270991_GPX Download_ Cabane Combioz (1300m) – Cabane Moron (1313m) du CAS Runde von Champoz.gpx,8.33
https://www.komoot.com/smarttour/5474176,Gorges de Perrefitte – Cabane Moron (1313m) du CAS loop from Perrefitte,Expert,15.74,777.24,777.24,317,3.06,2023-05-07_1109275249_GPX Download_ Gorges de Perrefitte – Cabane Moron (1313m) du CAS Runde von Perrefitte.gpx,15.65
https://www.komoot.com/smarttour/1515090,Cheval Equestre Bellelay – Maison de la Tête de Moine loop from Bellelay,Intermediate,9.98,160.02,152.4,164,3.7,2023-05-07_1109275490_GPX Download_ Cheval Equestre Bellelay – Maison de la Tête de Moine Runde von Bellelay.gpx,9.97
https://www.komoot.com/smarttour/992881,Cabane Moron (1313m) du CAS – Alpen Panorama loop from Champoz,Intermediate,11.2,426.72,426.72,214,3.22,2023-05-07_1109275680_GPX Download_ Cabane Moron (1313m) du CAS – Alpen Panorama Runde von Champoz.gpx,11.16
https://www.komoot.com/smarttour/1842518,Alte Synagoge loop from Endingen,Easy,6.47,121.92,121.92,108,3.54,2023-05-07_1109276105_GPX Download_ Aussicht über Würenlingen – Alte Synagoge Runde von Endingen.gpx,6.55
https://www.komoot.com/smarttour/1834094,Aussicht über Würenlingen – Alte Synagoge loop from Endingen,Easy,6.53,53.34,53.34,103,3.86,2023-05-08_1111471586_GPX Download_ Bergsee – Rifugio Gattascosa Runde von Zwischbergen.gpx,12.23
https://www.komoot.com/smarttour/4307525,Alte Synagoge – Pumpwerk loop from Endingen,Intermediate,11.09,106.68,106.68,176,3.7,2023-05-07_1109276702_GPX Download_ Alte Synagoge – Pumpwerk Runde von Endingen.gpx,11.11
https://www.komoot.com/smarttour/4307521,Flügerlispielplatz – Alte Synagoge loop from Endingen,Intermediate,8.38,190.5,190.5,144,3.54,2023-05-07_1109277020_GPX Download_ Flügerlispielplatz – Alte Synagoge Runde von Endingen.gpx,8.38
https://www.komoot.com/smarttour/5572287,Alte Synagoge – Flügerlispielplatz loop from Endingen,Intermediate,10.3,213.36,213.36,173,3.54,2023-05-07_1109277293_GPX Download_ Alte Synagoge – Flügerlispielplatz Runde von Endingen.gpx,10.29
https://www.komoot.com/smarttour/8238078,Blick auf Endingen – Waldhütte Langforen loop from Endingen,Intermediate,7.82,175.26,175.26,134,3.54,2023-05-07_1109277511_GPX Download_ Blick auf Endingen – Waldhütte Langforen Runde von Endingen.gpx,7.82
https://www.komoot.com/smarttour/1834070,Alte Synagoge – Blick auf Endingen loop from Endingen,Intermediate,7.45,251.46,251.46,135,3.38,2023-05-07_1109282891_GPX Download_ Alte Synagoge – Blick auf Endingen Runde von Endingen.gpx,7.43
https://www.komoot.com/smarttour/5570052,Waldhütte Langforen – Blick auf Endingen loop from Endingen,Intermediate,9.3,213.36,213.36,159,3.54,2023-05-07_1109283129_GPX Download_ Waldhütte Langforen – Blick auf Endingen Runde von Endingen.gpx,9.29
https://www.komoot.com/smarttour/5570047,Sonnenuntergang – Alte Synagoge loop from Endingen,Easy,5.76,91.44,91.44,95,3.7,2023-05-07_1109283689_GPX Download_ Sonnenuntergang – Alte Synagoge Runde von Endingen.gpx,5.76
https://www.komoot.com/smarttour/1842540,Flügerlispielplatz loop from Endingen,Intermediate,10.65,213.36,213.36,179,3.54,2023-05-07_1109283885_GPX Download_ Flügerlispielplatz Runde von Endingen.gpx,10.66
https://www.komoot.com/smarttour/8239218,Aussicht über Würenlingen – Sonnenuntergang loop from Würenlingen,Easy,6.08,91.44,83.82,99,3.7,2023-05-07_1109284085_GPX Download_ Aussicht über Würenlingen – Sonnenuntergang Runde von Würenlingen.gpx,6.08
https://www.komoot.com/smarttour/8230958,Pumpwerk – Alte Synagoge loop from Endingen,Intermediate,10.14,91.44,91.44,161,3.86,2023-05-07_1109284390_GPX Download_ Pumpwerk – Alte Synagoge Runde von Endingen.gpx,10.15
https://www.komoot.com/smarttour/8238192,Sonnenuntergang – Alte Synagoge loop from Unterendingen,Easy,5.52,83.82,83.82,91,3.7,2023-05-07_1109284593_GPX Download_ Sonnenuntergang – Alte Synagoge Runde von Unterendingen.gpx,5.53
https://www.komoot.com/smarttour/8237635,Steinbruch Musital – Flügerlispielplatz loop from Endingen,Intermediate,13.6,281.94,281.94,231,3.54,2023-05-07_1109284807_GPX Download_ Steinbruch Musital – Flügerlispielplatz Runde von Endingen.gpx,13.59
https://www.komoot.com/smarttour/8236593,Fischtreppe – Pumpwerk loop from Endingen,Intermediate,9.64,91.44,91.44,153,3.7,2023-05-07_1109284990_GPX Download_ Fischtreppe – Pumpwerk Runde von Endingen.gpx,9.65
https://www.komoot.com/smarttour/1834061,Sonnenuntergang loop from Endingen,Easy,3.3,76.2,76.2,56,3.54,2023-05-07_1109285209_GPX Download_ Sonnenuntergang Runde von Endingen.gpx,3.3
https://www.komoot.com/smarttour/1515945,Wilde Jura-Wiesen – Etang de la Gruère loop from Tramelan-Chalet,Intermediate,17.06,297.18,297.18,284,3.54,2023-05-07_1109290980_GPX Download_ Wilde Jura-Wiesen – Etang de la Gruère Runde von Tramelan-Chalet.gpx,17.06
https://www.komoot.com/smarttour/8007370,Erholung im Hochmoor – Etang de la Gruère loop from Les Reussilles,Intermediate,12.52,160.02,160.02,202,3.7,2023-05-08_1111450257_GPX Download_ Erholung im Hochmoor – Etang de la Gruère Runde von Les Reussilles.gpx,4.12
https://www.komoot.com/smarttour/992836,Wasserfall Tubeloch-Schlucht – Eingang zur Taubenlochschlucht loop from Evilard,Easy,5.55,129.54,129.54,96,3.54,2023-05-07_1109291448_GPX Download_ Wasserfall Tubeloch-Schlucht – Eingang zur Taubenlochschlucht Runde von Evilard.gpx,5.55
https://www.komoot.com/smarttour/4146169,Combe Grède – Hôtel du Chasseral loop from Villeret,Expert,17.54,883.92,883.92,382,2.74,2023-05-07_1109292430_GPX Download_ Combe Grède – Hôtel du Chasseral Runde von Villeret.gpx,17.45
https://www.komoot.com/smarttour/711145,Jurahaus – Bison Ranch loop from Orvin,Intermediate,9.88,342.9,342.9,184,3.22,2023-05-07_1109246520_GPX Download_ Jurahaus – Bison Ranch Runde von Orvin.gpx,9.35
https://www.komoot.com/smarttour/992812,Wilde Jura-Wiesen – Etang de la Gruère loop from Les Reussilles,Easy,5.33,60.96,53.34,85,3.7,2023-05-09_1112394222_GPX Download_ Wilde Jura-Wiesen – Etang de la Gruère Runde von Les Reussilles.gpx,11.45
https://www.komoot.com/smarttour/5471494,Drei-Seen-Sicht vom Mont-Sujet – Mont Sujet loop from Orvin,Intermediate,10.03,365.76,365.76,184,3.22,2023-05-07_1109293324_GPX Download_ Drei-Seen-Sicht vom Mont-Sujet – Mont Sujet Runde von Orvin.gpx,9.99
https://www.komoot.com/smarttour/4147568,Drei-Seen-Sicht vom Mont-Sujet – Bergerie du Haut loop from Orvin,Intermediate,8.34,289.56,289.56,152,3.22,2023-05-07_1109293603_GPX Download_ Drei-Seen-Sicht vom Mont-Sujet – Bergerie du Haut Runde von Orvin.gpx,8.33
https://www.komoot.com/smarttour/1514964,Mont Sujet – Drei-Seen-Sicht vom Mont-Sujet loop from Orvin,Intermediate,10.98,350.52,350.52,198,3.38,2023-05-07_1109298421_GPX Download_ Mont Sujet – Drei-Seen-Sicht vom Mont-Sujet Runde von Orvin.gpx,10.95
https://www.komoot.com/smarttour/8010652,Combe Grède – Antenne de Chasseral loop from Villeret,Expert,21.4,960.12,960.12,445,2.9,2023-05-07_1109298634_GPX Download_ Combe Grède – Antenne de Chasseral Runde von Villeret.gpx,21.26
https://www.komoot.com/smarttour/4148392,Hôtel du Chasseral – Combe Grède loop from Villeret,Expert,9.77,769.62,769.62,273,2.09,2023-05-07_1109298896_GPX Download_ Hôtel du Chasseral – Combe Grède Runde von Villeret.gpx,9.61
https://www.komoot.com/smarttour/1511961,Hiking loop from Cormoret,Intermediate,11.86,205.74,205.74,197,3.54,2023-05-08_1111566933_GPX Download_ Mittelpunkt des Kantons Zürich – Seerosen + Frösche Runde von Kindhausen.gpx,7.41
https://www.komoot.com/smarttour/8004155,Mont Soleil loop from Mont Soleil,Intermediate,13.6,289.56,289.56,231,3.54,2023-05-07_1109299395_GPX Download_ Mont Soleil Runde von Mont Soleil.gpx,13.59
